player_name,player_short_name,player_id,player_birthdate,team_name,team_id,competition_name,season_name,position_group,minutes_full_all,count_match,distance_per_match,total_metersperminute_full_all,running_per_match,hsr_per_match,sprint_per_match,hi_per_match,hsr_count_per_match,sprint_count_per_match,hi_count_per_match,high_accel_per_match,high_decel_per_match,accel_decel_load_per_match,high_intensity_share,sprint_share,top_speed,load_index,load_level,load_comment
Keegan Jelacic,K. Jelacic,560986,2002-07-31,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Center Forward,92.59,3,3958.3333333333335,128.25,628.11,249.66666666666666,76.77666666666667,326.4433333333333,21.333333333333332,4.223333333333334,25.55666666666667,1.6666666666666667,4.223333333333334,69.11333333333333,0.0824698947368421,0.01939621052631579,29.07,30.205784419953687,low,Низкая нагрузка по сравнению с другими игроками датасета.
Francisco de Oliveira Geraldes,Chico Geraldes,12780,1995-04-18,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Midfield,85.3,2,5128.0,120.23,755.0,267.0,76.25,343.25,23.5,4.0,27.5,1.75,5.75,101.75,0.06693642745709828,0.014869344773790951,28.5,29.91509021186359,low,Низкая нагрузка по сравнению с другими игроками датасета.
Harry Crawford,H. Crawford,1002177,2007-02-03,Adelaide United Football Club,866,AUS - A-League,2024/2025,Full Back,77.19,2,4297.5,111.35,539.5,267.25,84.5,351.75,26.25,5.5,31.75,3.5,10.75,105.5,0.0818499127399651,0.01966259453170448,29.15,29.761611462426842,low,Низкая нагрузка по сравнению с другими игроками датасета.
Marco Tilio,M. Tilio,159941,2001-08-23,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,95.96,2,5413.5,112.83,677.5,292.75,83.5,376.25,27.0,4.0,31.0,2.0,5.75,91.5,0.06950217049967673,0.015424401958067794,29.9,29.685075178522304,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joshua Damevski,J. Damevski,966116,2005-09-30,Macarthur FC,1804,AUS - A-League,2024/2025,Central Defender,86.02,1,8348.0,97.05,943.0,318.0,57.0,375.0,26.0,3.0,29.0,5.0,7.0,169.0,0.0449209391471011,0.006827982750359367,27.8,29.57299730095643,low,Низкая нагрузка по сравнению с другими игроками датасета.
Douglas  Costa de Souza,Douglas Costa,2858,1990-09-14,Sydney Football Club,869,AUS - A-League,2024/2025,Midfield,67.57,1,7843.0,116.08,1307.0,318.0,10.0,328.0,26.0,2.0,28.0,3.0,7.0,135.0,0.041820731862807596,0.0012750223128904757,24.6,29.548675378733506,low,Низкая нагрузка по сравнению с другими игроками датасета.
Bailey Brandtman,B. Brandtman,808609,2005-06-28,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Center Forward,60.63,2,3937.0,129.86,713.5,297.5,46.25,343.75,22.25,2.5,24.75,2.25,4.5,72.75,0.08731267462534925,0.01174752349504699,26.7,29.43672012229968,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jarrod Carluccio,J. Carluccio,795533,2001-02-08,Perth Glory Football Club,871,AUS - A-League,2024/2025,Wide Attacker,92.17,3,3769.0,122.67,625.89,275.0,78.55666666666666,353.5566666666667,24.333333333333332,4.443333333333333,28.776666666666667,2.0,6.776666666666666,83.21999999999998,0.09380649155390466,0.020842840718139206,27.87,29.270658441024352,low,Низкая нагрузка по сравнению с другими игроками датасета.
Bailey Brandtman,B. Brandtman,808609,2005-06-28,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Wide Attacker,67.48,2,4265.0,126.4,701.0,300.75,50.5,351.25,22.0,2.75,24.75,1.75,6.25,95.75,0.08235638921453693,0.011840562719812427,26.55,29.178332545356483,low,Низкая нагрузка по сравнению с другими игроками датасета.
Fin Conchie,F. Conchie,698142,2003-08-10,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Midfield,68.12,2,4472.75,131.31,910.0,248.0,22.75,270.75,21.0,1.5,22.5,1.75,6.75,108.0,0.060533228997820133,0.005086356268514895,25.8,28.83609760468249,low,Низкая нагрузка по сравнению с другими игроками датасета.
Dean Pelekanos,D. Pelekanos,957034,2001-01-05,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Midfield,90.42,2,5767.0,127.55,967.0,231.5,36.5,268.0,17.25,2.0,19.25,1.5,4.75,106.0,0.04647130223686492,0.006329113924050633,25.65,28.162751722788414,low,Низкая нагрузка по сравнению с другими игроками датасета.
Daniel De Silva,Daniel De Silva,51659,1997-03-06,Macarthur FC,1804,AUS - A-League,2024/2025,Midfield,70.42,2,4365.25,123.97,772.0,271.25,38.25,309.5,22.5,1.75,24.25,2.25,5.5,95.5,0.07090086478437661,0.008762384743141859,26.95,27.93867772804273,low,Низкая нагрузка по сравнению с другими игроками датасета.
Marin Jakoliš,M. Jakoliš,6871,1996-12-26,Macarthur FC,1804,AUS - A-League,2024/2025,Center Forward,99.78,2,5375.75,107.75,681.0,218.5,85.75,304.25,24.5,4.25,28.75,2.75,6.75,98.5,0.056596753941310515,0.015951262614518905,30.45,27.855589613111146,low,Низкая нагрузка по сравнению с другими игроками датасета.
Francisco de Oliveira Geraldes,Chico Geraldes,12780,1995-04-18,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Center Forward,90.38,2,5090.75,112.65,720.25,204.75,81.5,286.25,21.5,4.25,25.75,3.25,5.75,110.5,0.056229435741295485,0.016009428866080637,28.5,27.602777840892248,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joe Lolley,J. Lolley,18573,1992-08-25,Sydney Football Club,869,AUS - A-League,2024/2025,Midfield,83.23,2,4952.75,119.01,764.25,241.25,44.75,286.0,23.5,2.5,26.0,2.75,4.5,95.25,0.05774569683509161,0.009035384382413811,27.45,27.29306001470998,low,Низкая нагрузка по сравнению с другими игроками датасета.
Aziz Eraltay Behich,A. Behich,11891,1990-12-16,Melbourne City FC,2380,AUS - A-League,2024/2025,Central Defender,97.92,2,5213.25,106.47,666.0,205.5,89.0,294.5,22.25,4.0,26.25,2.75,7.25,118.25,0.0564906728048722,0.017071884141370546,29.7,26.858697760257087,low,Низкая нагрузка по сравнению с другими игроками датасета.
Bradley Tapp,B. Tapp,795513,2001-01-16,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Central Defender,98.21,2,5540.0,112.82,671.5,207.75,45.5,253.25,19.25,3.5,22.75,2.75,7.25,120.25,0.045712996389891694,0.008212996389891697,28.55,26.832692046148413,low,Низкая нагрузка по сравнению с другими игроками датасета.
Clarismario Santos Rodrigues,Clarismario Rodrigues,745320,2001-07-27,Melbourne Victory Football Club,868,AUS - A-League,2024/2025,Full Back,65.47,2,3484.25,106.44,473.5,202.5,91.0,293.5,20.0,4.25,24.25,3.25,5.5,77.25,0.08423620578316711,0.026117528879959818,32.3,25.602838091313412,low,Низкая нагрузка по сравнению с другими игроками датасета.
Sasha Kuzevski,S. Kuzevski,923863,2001-03-27,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Full Back,90.48,3,3512.11,116.45,503.89000000000004,210.44333333333336,80.77666666666667,291.2233333333333,19.666666666666668,4.666666666666667,24.333333333333332,2.0,4.89,72.89,0.08291976428225008,0.02299946945473424,29.03,25.54644459641334,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joe Lolley,J. Lolley,18573,1992-08-25,Sydney Football Club,869,AUS - A-League,2024/2025,Full Back,88.2,3,3418.6666666666665,116.28,551.6666666666666,239.66666666666666,44.11000000000001,283.7766666666667,20.0,2.5566666666666666,22.55666666666667,2.223333333333333,6.4433333333333325,79.44333333333333,0.0830079953198128,0.012902691107644308,28.83,24.922739374788513,low,Низкая нагрузка по сравнению с другими игроками датасета.
Zach Clough,Z. Clough,42513,1995-03-08,Adelaide United Football Club,866,AUS - A-League,2024/2025,Midfield,84.53,3,3472.11,123.22,535.7766666666666,207.0,51.333333333333336,258.3333333333333,16.0,2.5566666666666666,18.55666666666667,0.89,2.223333333333333,60.669999999999995,0.07440240468571944,0.014784477834323606,28.57,24.099153629659362,low,Низкая нагрузка по сравнению с другими игроками датасета.
Eli Adams,E. Adams,795505,2002-03-12,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Midfield,88.19,3,3465.89,117.9,497.10999999999996,181.89,62.443333333333335,244.33333333333334,18.89,4.0,22.89,1.7766666666666666,4.0,68.66666666666667,0.07049656317232611,0.018016536397096657,28.77,24.082411319519608,low,Низкая нагрузка по сравнению с другими игроками датасета.
Adam Zimarino,A. Zimarino,797298,2001-08-28,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Wide Attacker,68.38,2,4099.25,119.89,623.25,229.0,37.75,266.75,20.25,2.75,23.0,1.5,3.5,78.25,0.06507287918521681,0.009209001646642678,26.95,24.058202415053866,low,Низкая нагрузка по сравнению с другими игроками датасета.
Henry Hore,H. Hore,560901,1999-08-17,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Center Forward,93.08,3,3874.556666666667,124.87,644.89,191.55666666666664,29.55666666666667,221.11,16.44333333333333,1.6666666666666667,18.11,1.4433333333333334,4.223333333333334,79.55333333333333,0.05706717413691201,0.00762839963625946,26.53,23.99831950033092,low,Низкая нагрузка по сравнению с другими игроками датасета.
Medin Memeti,M. Memeti,795151,2007-06-20,Melbourne City FC,2380,AUS - A-League,2024/2025,Wide Attacker,83.01,3,3260.11,117.83,468.22333333333336,201.33333333333334,60.22333333333333,261.5566666666667,18.55666666666667,4.0,22.55666666666667,1.89,4.666666666666667,68.67,0.08022939921250101,0.018472791817862995,28.27,23.976352284438683,low,Низкая нагрузка по сравнению с другими игроками датасета.
Walter Scott,W. Scott,51717,1999-10-02,Macarthur FC,1804,AUS - A-League,2024/2025,Wide Attacker,70.99,3,2765.89,116.88,448.22333333333336,187.89,64.55666666666666,252.44333333333336,18.333333333333332,4.0,22.333333333333332,2.0,7.0,67.55666666666667,0.09127019994769617,0.023340287092641666,28.63,23.88656837578971,low,Низкая нагрузка по сравнению с другими игроками датасета.
Aydan Johnathan Hammond ,A. Hammond,809826,2003-12-23,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Wide Attacker,73.55,4,2457.125,133.63,459.0,153.375,28.0,181.375,14.0625,1.6875,15.75,0.9375,4.0625,53.5625,0.07381594342982144,0.011395431652846314,27.02,23.864883509779165,low,Низкая нагрузка по сравнению с другими игроками датасета.
Corban Piper,C. Piper,957734,2002-09-10,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Wide Attacker,84.03,4,2428.5,115.6,365.4375,164.75,67.625,232.375,17.0,3.75,20.75,2.9375,6.6875,61.3125,0.09568663784228948,0.027846407247271977,29.7,23.85868462666416,low,Низкая нагрузка по сравнению с другими игроками датасета.
Lukas Kelly-Heald,L. Kelly-Heald,698141,2005-03-18,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Wide Attacker,79.67,4,2506.9375,125.86,438.625,177.875,43.0625,220.9375,14.3125,2.125,16.4375,1.6875,3.875,55.6875,0.08813043803445439,0.01717733290119917,28.55,23.837447191720685,low,Низкая нагрузка по сравнению с другими игроками датасета.
Abdelelah Faisal,A. Faisal,966114,2005-10-27,Perth Glory Football Club,871,AUS - A-League,2024/2025,Wide Attacker,71.54,3,2741.556666666667,114.97,364.22333333333336,180.0,75.44333333333334,255.44333333333336,19.11,4.443333333333333,23.55666666666667,1.6666666666666667,3.776666666666667,51.223333333333336,0.09317455897926605,0.02751842931084165,30.7,23.54777643421615,low,Низкая нагрузка по сравнению с другими игроками датасета.
Benjamin Mazzeo,B. Mazzeo,771856,2005-07-12,Melbourne City FC,2380,AUS - A-League,2024/2025,Wide Attacker,83.96,5,2144.48,127.7,356.64,137.84,42.04,179.88,12.959999999999999,2.4,15.36,1.48,3.6799999999999997,46.519999999999996,0.08388047452062972,0.019603820040289488,29.56,23.5143729741457,low,Низкая нагрузка по сравнению с другими игроками датасета.
Takuya Okamoto,T. Okamoto,26981,1992-06-18,Perth Glory Football Club,871,AUS - A-League,2024/2025,Full Back,87.08,3,3236.3333333333335,111.49,445.89000000000004,203.77666666666667,49.88999999999999,253.66666666666666,17.666666666666668,3.11,20.776666666666667,3.11,6.890000000000001,83.66666666666667,0.07838088371613966,0.015415593778967967,28.57,23.243869203465216,low,Низкая нагрузка по сравнению с другими игроками датасета.
Sasha Kuzevski,S. Kuzevski,923863,2001-03-27,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Wide Attacker,68.38,3,2764.556666666667,121.29,429.3333333333333,165.77666666666667,51.22333333333333,217.0,15.89,3.11,19.0,2.0,5.0,63.223333333333336,0.07849359812965792,0.01852858867063676,28.0,23.235445245563927,low,Низкая нагрузка по сравнению с другими игроками датасета.
Louis Zabala,L. Zabala,560898,2001-01-25,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Midfield,74.68,3,3282.0,131.85,576.2233333333334,143.55666666666667,21.666666666666668,165.22333333333333,12.11,1.3333333333333333,13.443333333333333,0.7766666666666667,3.5566666666666666,62.44333333333333,0.05034227097298395,0.006601665651025797,26.53,23.192996701850166,low,Низкая нагрузка по сравнению с другими игроками датасета.
Marcus Antonsson,M. Antonsson,13567,1991-05-08,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Center Forward,71.74,3,2805.6666666666665,117.33,312.0,155.66666666666666,63.11000000000001,218.77666666666667,15.0,2.89,17.89,1.5566666666666666,3.6666666666666665,55.10999999999999,0.07797671379351313,0.022493762623262446,30.57,22.900410341678594,low,Низкая нагрузка по сравнению с другими игроками датасета.
Anthony Cáceres,A. Cáceres,51045,1992-09-29,Sydney Football Club,869,AUS - A-League,2024/2025,Wide Attacker,99.92,4,3070.25,122.91,567.3125,182.8125,37.9375,220.75,15.5,2.25,17.75,1.3125,4.9375,61.875,0.0718996824362837,0.012356485628206171,27.32,22.83030484140013,low,Низкая нагрузка по сравнению с другими игроками датасета.
Corey Brown,C. Brown,50994,1994-01-07,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Full Back,93.03,3,3492.0,112.61,542.0,233.22333333333333,54.556666666666665,287.7766666666667,17.666666666666668,3.0,20.666666666666668,2.0,4.11,76.22,0.08241027109583811,0.015623329515082092,28.4,22.769590168844708,low,Низкая нагрузка по сравнению с другими игроками датасета.
Mark Natta,M. Natta,735578,2002-11-28,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Full Back,99.48,3,3627.2233333333334,109.39,458.4433333333333,169.89000000000001,59.88999999999999,229.77666666666667,17.223333333333333,3.3333333333333335,20.55666666666667,2.5566666666666666,5.0,77.66666666666667,0.06334781334115076,0.01651125240886739,30.0,22.65748240511054,low,Низкая нагрузка по сравнению с другими игроками датасета.
Arion Sulemani,A. Sulemani,963055,2005-03-01,Melbourne City FC,2380,AUS - A-League,2024/2025,Center Forward,69.39,3,2666.0,115.25,384.77666666666664,204.44333333333336,56.333333333333336,260.7766666666667,20.0,4.0,24.0,2.4433333333333334,4.223333333333334,66.88666666666667,0.0978157039259815,0.021130282570642662,27.9,22.51536293182108,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kyle Reilly  Shaw,K. Shaw,998256,2004-09-07,Sydney Football Club,869,AUS - A-League,2024/2025,Central Defender,100.03,2,5182.5,103.62,660.0,267.0,47.75,314.75,21.25,3.75,25.0,2.0,5.25,102.5,0.06073323685479981,0.009213699951760733,27.1,22.31527511282608,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jordan Courtney-Perkins,J. Courtney-Perkins,51000,2002-11-06,Sydney Football Club,869,AUS - A-League,2024/2025,Central Defender,90.59,3,3492.443333333333,115.65,519.4433333333333,179.77666666666667,42.77666666666667,222.55666666666664,15.223333333333334,2.3333333333333335,17.55666666666667,2.3333333333333335,4.223333333333334,74.55666666666666,0.06372520479931433,0.012248349531798656,28.13,22.28574352749572,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kazuki Nagasawa,K. Nagasawa,27003,1991-12-16,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Center Forward,79.27,3,3255.3333333333335,123.2,551.89,164.0,40.11,204.11,14.443333333333333,2.0,16.44333333333333,1.3333333333333333,2.776666666666667,62.33333333333334,0.06270018431292239,0.012321318861355724,27.27,22.221890599440776,low,Низкая нагрузка по сравнению с другими игроками датасета.
Reno Piscopo,R. Piscopo,51714,1998-05-27,Melbourne Victory Football Club,868,AUS - A-League,2024/2025,Midfield,73.19,3,2993.89,122.71,491.10999999999996,174.55666666666664,42.88999999999999,217.44333333333336,15.223333333333334,1.7766666666666666,17.0,1.11,2.89,58.88999999999999,0.0726290322401068,0.014325843634869682,27.7,22.151595699234434,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jesse Randall,J. Randall,624628,2002-08-19,Auckland FC,4177,AUS - A-League,2024/2025,Center Forward,66.12,4,2010.8125,121.64,345.3125,154.75,51.6875,206.4375,15.75,3.0625,18.8125,2.0625,2.75,46.125,0.10266372424082305,0.025704783514126753,28.93,22.079452721086536,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jaylan Pearman,J. Pearman,966111,2006-04-18,Perth Glory Football Club,871,AUS - A-League,2024/2025,Wide Attacker,89.1,3,3587.7766666666666,120.8,516.5566666666667,172.66666666666666,28.223333333333333,200.89,15.89,2.3333333333333335,18.223333333333333,1.4433333333333334,4.776666666666666,65.77333333333334,0.055992894392348835,0.007866524579289123,26.73,22.000044425993256,low,Низкая нагрузка по сравнению с другими игроками датасета.
Anas Ouahim,A. Ouahim,25534,1997-09-23,Sydney Football Club,869,AUS - A-League,2024/2025,Wide Attacker,73.61,3,2992.7766666666666,121.98,478.4433333333333,164.55666666666667,28.89,193.44333333333336,14.666666666666666,2.11,16.776666666666667,1.2233333333333334,5.11,57.78,0.06463674202218007,0.00965324286365059,27.63,21.813172280266105,low,Низкая нагрузка по сравнению с другими игроками датасета.
Arthur De Lima,A. De Lima,923865,,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Center Forward,76.69,5,1925.6,125.54,311.2,118.08,39.28,157.35999999999999,12.36,2.3600000000000003,14.719999999999999,1.28,4.16,45.84,0.08171998338180307,0.020398836726215206,29.1,21.7141677655407,low,Низкая нагрузка по сравнению с другими игроками датасета.
William  Freney,W. Freney,966113,2005-11-04,Perth Glory Football Club,871,AUS - A-League,2024/2025,Midfield,77.35,4,2546.0,131.65,517.8125,139.4375,23.75,163.1875,11.5,1.3125,12.8125,0.6875,2.1875,50.125,0.06409564021995287,0.009328358208955223,26.62,21.660324240703126,low,Низкая нагрузка по сравнению с другими игроками датасета.
Saîf-Eddine Khaoui,S. Khaoui,12120,1995-04-27,Macarthur FC,1804,AUS - A-League,2024/2025,Midfield,65.01,2,3663.0,112.69,550.5,227.75,34.75,262.5,17.75,2.0,19.75,1.75,6.0,81.5,0.07166257166257166,0.009486759486759486,26.7,21.416852892430327,low,Низкая нагрузка по сравнению с другими игроками датасета.
Diesel Herrington,D. Herrington,330380,2004-08-04,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Central Defender,66.62,2,3765.5,113.04,454.0,156.75,42.5,199.25,15.0,2.75,17.75,2.25,4.0,88.25,0.05291461957243394,0.011286681715575621,28.05,21.386173567789186,low,Низкая нагрузка по сравнению с другими игроками датасета.
Austin Ayoubi,A. Ayoubi,808608,2001-07-27,Adelaide United Football Club,866,AUS - A-League,2024/2025,Wide Attacker,67.7,4,1966.3125,116.19,268.0,138.0625,59.5625,197.625,14.6875,3.0625,17.75,1.875,5.25,48.25,0.10050538762277104,0.030291471981183052,30.1,21.360262181029405,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joshua Rawlins,J. Rawlins,50977,2004-04-23,Melbourne Victory Football Club,868,AUS - A-League,2024/2025,Central Defender,99.14,2,5106.75,103.02,691.0,155.75,50.75,206.5,16.5,3.0,19.5,3.0,5.5,107.75,0.04043667694717776,0.009937827385323346,27.95,21.22100082170852,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joe Lolley,J. Lolley,18573,1992-08-25,Sydney Football Club,869,AUS - A-League,2024/2025,Center Forward,81.61,3,3047.2233333333334,112.02,374.0,160.55666666666667,69.11,229.66666666666666,15.556666666666667,3.4433333333333334,19.0,2.11,3.776666666666667,61.553333333333335,0.07536916121452644,0.0226796635625657,28.73,21.198430353453507,low,Низкая нагрузка по сравнению с другими игроками датасета.
Michael Ruhs,M. Ruhs,795529,2002-08-27,Western United,1803,AUS - A-League,2024/2025,Center Forward,72.92,5,1762.72,120.87,239.71999999999997,117.2,53.720000000000006,170.92000000000002,12.48,2.7199999999999998,15.2,1.28,3.2,35.32000000000001,0.09696378324407734,0.030475628574021967,30.5,20.968395231465085,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kane Vidmar,K. Vidmar,795528,2004-06-04,Western United,1803,AUS - A-League,2024/2025,Central Defender,93.53,3,3490.11,111.94,459.6666666666667,167.77666666666667,55.443333333333335,223.22333333333333,14.556666666666667,3.11,17.666666666666668,1.5566666666666666,5.0,80.77666666666666,0.06395882460247193,0.015885841229455043,28.03,20.930285579503206,low,Низкая нагрузка по сравнению с другими игроками датасета.
Chris Ikonomidis,C. Ikonomidis,50980,1995-05-04,Macarthur FC,1804,AUS - A-League,2024/2025,Wide Attacker,69.91,3,2674.3333333333335,114.77,355.89000000000004,173.44333333333336,49.666666666666664,223.11,16.11,3.0,19.11,1.5566666666666666,5.0,59.00333333333333,0.08342639910258008,0.018571606630936058,28.4,20.85527796826642,low,Низкая нагрузка по сравнению с другими игроками датасета.
Lukas Kelly-Heald,L. Kelly-Heald,698141,2005-03-18,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Midfield,85.99,4,2722.8125,126.66,504.0625,147.3125,25.25,172.5625,11.8125,1.625,13.4375,0.9375,2.9375,53.6875,0.06337656375530816,0.009273499368759324,26.57,20.837527148937344,low,Низкая нагрузка по сравнению с другими игроками датасета.
Diesel Herrington,D. Herrington,330380,2004-08-04,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Full Back,64.3,2,3465.0,107.78,397.5,150.5,38.75,189.25,13.5,2.25,15.75,3.0,6.5,84.25,0.05461760461760462,0.011183261183261184,29.35,20.81237511728585,low,Низкая нагрузка по сравнению с другими игроками датасета.
Scott Neville,S. Neville,50997,1989-01-11,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Central Defender,83.19,2,4459.5,107.21,471.0,133.75,51.75,185.5,13.25,2.5,15.75,2.0,4.0,85.75,0.04159659154613746,0.01160443995963673,29.7,20.794937477451086,low,Низкая нагрузка по сравнению с другими игроками датасета.
Trent Ostler,T. Ostler,560987,2002-04-03,Perth Glory Football Club,871,AUS - A-League,2024/2025,Full Back,94.57,4,2736.3125,115.74,411.375,160.875,39.6875,200.5625,15.5,2.8125,18.3125,1.8125,4.625,69.0,0.0732966355268267,0.01450400858820036,27.88,20.539129310429207,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jake Hollman,J. Hollman,51648,2001-08-26,Macarthur FC,1804,AUS - A-League,2024/2025,Center Forward,92.97,4,2783.8125,119.78,413.375,153.75,31.1875,184.9375,13.375,1.75,15.125,1.1875,3.3125,56.0625,0.06643317392963786,0.011203161132439774,28.38,20.526092969403532,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joshua Inserra,J. Inserra,800322,2005-01-21,Melbourne Victory Football Club,868,AUS - A-League,2024/2025,Full Back,89.69,5,2080.44,115.98,306.76,135.95999999999998,58.160000000000004,194.12,13.76,3.16,16.919999999999998,1.28,4.64,49.44,0.09330718501855376,0.027955624771682914,29.68,20.39619393110374,low,Низкая нагрузка по сравнению с другими игроками датасета.
Walid Shour,Walid Shour,287934,1996-06-10,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Midfield,82.23,5,2142.68,130.29,419.68,106.44000000000001,22.56,129.0,9.52,1.3599999999999999,10.879999999999999,0.72,2.6,47.839999999999996,0.06020497694476077,0.010528870386618627,27.16,20.393237072162815,low,Низкая нагрузка по сравнению с другими игроками датасета.
Stefan Mauk,S. Mauk,50959,1995-10-12,Adelaide United Football Club,866,AUS - A-League,2024/2025,Center Forward,90.25,4,2716.0,120.37,416.75,176.3125,30.625,206.9375,14.375,1.875,16.25,1.25,2.6875,61.0625,0.07619201030927836,0.011275773195876288,27.25,20.36167926717765,low,Низкая нагрузка по сравнению с другими игроками датасета.
Walid Shour,Walid Shour,287934,1996-06-10,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Central Defender,97.82,4,2866.25,117.21,411.5625,145.6875,33.375,179.0625,12.875,2.3125,15.1875,1.875,3.625,60.5,0.06247274313126908,0.011644134321849107,28.25,20.30607088908792,low,Низкая нагрузка по сравнению с другими игроками датасета.
Adrian Segecic,A. Segecic,133854,2004-06-01,Sydney Football Club,869,AUS - A-League,2024/2025,Wide Attacker,82.87,6,1711.445,123.91,287.945,110.16666666666667,38.805,148.97166666666666,11.445,2.2783333333333333,13.721666666666666,1.1383333333333334,3.8049999999999997,37.44333333333333,0.08704437867805666,0.022673822413223913,28.9,20.2186033920615,low,Низкая нагрузка по сравнению с другими игроками датасета.
Adrian Segecic,A. Segecic,133854,2004-06-01,Sydney Football Club,869,AUS - A-League,2024/2025,Midfield,90.73,5,2196.12,121.03,351.36,130.95999999999998,34.72,165.68,11.92,1.92,13.84,1.3199999999999998,3.28,44.92,0.07544214341657104,0.015809700744950184,29.02,20.215357604251267,low,Низкая нагрузка по сравнению с другими игроками датасета.
Tomoki Imai,T. Imai,51008,1990-11-29,Western United,1803,AUS - A-League,2024/2025,Full Back,94.27,4,2611.8125,110.82,342.0,148.6875,55.0625,203.75,15.5625,3.1875,18.75,1.8125,4.125,58.125,0.07801095982196271,0.021082102945751274,29.68,19.959697028751215,low,Низкая нагрузка по сравнению с другими игроками датасета.
Yaya Dukuly,Y. Dukuly,50971,2003-01-17,Adelaide United Football Club,866,AUS - A-League,2024/2025,Wide Attacker,81.18,4,2189.6875,107.89,295.6875,137.4375,63.1875,200.625,14.5,3.125,17.625,2.4375,5.8125,57.0,0.09162266305123448,0.028856857428286,30.52,19.906550001527272,low,Низкая нагрузка по сравнению с другими игроками датасета.
Riley Warland,R. Warland,50982,2002-07-04,Perth Glory Football Club,871,AUS - A-League,2024/2025,Full Back,86.67,4,2441.1875,112.66,327.4375,143.4375,59.125,202.5625,14.1875,3.3125,17.5,1.4375,3.6875,51.75,0.08297703474231291,0.02421977009140019,29.68,19.822598835592895,low,Низкая нагрузка по сравнению с другими игроками датасета.
Charles M'Mombwa,C. M'Mombwa,51656,1998-03-14,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Midfield,68.63,4,2161.5625,125.98,363.0625,84.625,36.625,121.25,8.3125,1.6875,10.0,1.0,1.875,40.1875,0.05609368223218158,0.01694376174642186,28.52,19.78869800797128,low,Низкая нагрузка по сравнению с другими игроками датасета.
Nikola Mileusnić,N. Mileusnić,23926,1993-07-17,Perth Glory Football Club,871,AUS - A-League,2024/2025,Wide Attacker,73.6,7,1281.4085714285716,121.87,202.4085714285714,96.0,38.49,134.48999999999998,9.49,1.9385714285714286,11.428571428571429,1.2857142857142858,3.142857142857143,30.98,0.10495481534828859,0.03003725810659252,30.91,19.667645015743172,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jake Brimmer,J. Brimmer,50951,1998-04-03,Auckland FC,4177,AUS - A-League,2024/2025,Center Forward,80.82,4,2416.9375,119.62,396.5,153.0625,31.375,184.4375,13.0,1.5625,14.5625,1.375,2.75,51.5625,0.07631041348814357,0.01298130381939955,27.65,19.46149029812745,low,Низкая нагрузка по сравнению с другими игроками датасета.
Lachlan Wales,L. Wales,51007,1997-10-19,Perth Glory Football Club,871,AUS - A-League,2024/2025,Wide Attacker,88.85,5,2088.48,117.52,328.32,133.12,37.72,170.84,12.919999999999998,2.48,15.4,1.8800000000000001,4.4,48.44,0.08180111851681607,0.018060982149697386,28.12,19.410569398217632,low,Низкая нагрузка по сравнению с другими игроками датасета.
