player_name,player_short_name,player_id,player_birthdate,team_name,team_id,competition_name,season_name,position_group,minutes_full_all,count_match,distance_per_match,total_metersperminute_full_all,running_per_match,hsr_per_match,sprint_per_match,hi_per_match,hsr_count_per_match,sprint_count_per_match,hi_count_per_match,high_accel_per_match,high_decel_per_match,accel_decel_load_per_match,high_intensity_share,sprint_share,top_speed,load_index,load_level,load_comment
Austin Ludwik,A. Ludwik,998558,1997-02-11,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Central Defender,68.17,3,2498.11,109.94,285.89,93.77666666666666,20.0,113.77666666666666,9.223333333333334,1.4433333333333334,10.666666666666666,1.0,2.4433333333333334,51.11000000000001,0.045545098761330234,0.008006052575747265,27.37,13.981019106770995,low,Низкая нагрузка по сравнению с другими игроками датасета.
Andreas  Kuen,A. Kuen,26095,1995-03-24,Melbourne City FC,2380,AUS - A-League,2024/2025,Center Forward,83.16,10,1010.2700000000001,121.49,170.75,62.379999999999995,12.58,74.96000000000001,5.32,0.74,6.0600000000000005,0.51,1.1,20.61,0.07419798667682896,0.012452116760865906,27.69,13.927976583355512,low,Низкая нагрузка по сравнению с другими игроками датасета.
Yuto Misao,Y. Misao,26920,1991-04-16,Perth Glory Football Club,871,AUS - A-League,2024/2025,Full Back,94.08,8,1347.015,114.55,189.59375,80.65625,27.4225,108.0775,7.5775,1.53125,9.11,0.78125,2.0775,30.2025,0.0802348154994562,0.020357976711469432,28.0,13.907694633258615,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jordan Courtney-Perkins,J. Courtney-Perkins,51000,2002-11-06,Sydney Football Club,869,AUS - A-League,2024/2025,Full Back,97.28,16,734.074375,120.73,123.0975,53.445,15.62125,69.06625,4.43375,0.9025,5.33625,0.453125,1.355625,16.203125,0.09408617485115182,0.021280200660866277,28.78,13.878848736674492,low,Низкая нагрузка по сравнению с другими игроками датасета.
Aaron Gurd,A. Gurd,795545,2001-09-18,Sydney Football Club,869,AUS - A-League,2024/2025,Central Defender,93.74,3,3138.443333333333,100.44,387.6666666666667,128.33333333333334,31.333333333333332,159.66666666666666,12.556666666666667,2.3333333333333335,14.89,1.4433333333333334,2.776666666666667,64.66333333333334,0.05087447811176029,0.009983718042808908,27.9,13.870445694902116,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joel Bruce King,J. King,51048,2000-10-30,Sydney Football Club,869,AUS - A-League,2024/2025,Central Defender,95.64,5,2069.56,108.2,271.64,95.52000000000001,28.8,124.32000000000001,8.92,1.6,10.52,1.0,2.68,45.32,0.060070739674133636,0.013916001468911266,28.34,13.805486843950176,low,Низкая нагрузка по сравнению с другими игроками датасета.
Luis Felipe Gallegos Leiva,F. Gallegos,23418,1991-12-03,Auckland FC,4177,AUS - A-League,2024/2025,Midfield,87.19,22,506.3759090909091,127.77,100.475,37.084545454545456,7.053636363636364,44.13863636363636,2.88,0.4068181818181818,3.287272727272727,0.14863636363636365,0.45681818181818185,9.601363636363637,0.08716575091986101,0.01392964443411156,27.35,13.75235961469367,low,Низкая нагрузка по сравнению с другими игроками датасета.
Thomas Aquilina,T. Aquilina,735573,2001-02-02,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Wide Attacker,95.22,13,882.3430769230769,120.46,144.13615384615383,62.61538461538461,14.55,77.16538461538461,4.964615384615385,0.7807692307692308,5.745384615384615,0.3669230769230769,1.1423076923076922,16.663076923076922,0.08745508026705119,0.01649018435180455,28.29,13.691802537719076,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joel Bruce King,J. King,51048,2000-10-30,Sydney Football Club,869,AUS - A-League,2024/2025,Full Back,94.14,9,1208.691111111111,115.56,190.71555555555557,79.56777777777778,18.58,98.14777777777778,6.703333333333333,1.1733333333333333,7.876666666666667,0.8766666666666666,2.395555555555555,27.95111111111111,0.08120170395524269,0.015372000198561898,27.87,13.674330347009045,low,Низкая нагрузка по сравнению с другими игроками датасета.
Charbel Shamoon,C. Shamoon,810406,2004-02-10,Western United,1803,AUS - A-League,2024/2025,Full Back,93.89,12,936.1316666666667,119.65,134.285,56.93083333333333,16.020833333333332,72.95166666666667,4.923333333333333,0.8958333333333334,5.819166666666667,0.45166666666666666,1.3683333333333334,18.285,0.07792885260086277,0.017113867529318347,28.36,13.639586934933181,low,Низкая нагрузка по сравнению с другими игроками датасета.
Harry Van Der Saag,H. Van Der Saag,51043,1999-10-29,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Full Back,76.58,6,1459.695,114.36,199.86166666666668,77.5,21.444999999999997,98.945,6.833333333333333,1.1666666666666667,8.0,0.6666666666666666,1.8333333333333333,28.778333333333336,0.06778470844936785,0.014691425263496824,28.33,13.635834651698907,low,Низкая нагрузка по сравнению с другими игроками датасета.
Keegan Jelacic,K. Jelacic,560986,2002-07-31,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Wide Attacker,92.76,16,704.16,121.46,110.12125,42.33625,12.863125,55.199375,3.93375,0.71875,4.6525,0.3475,0.984375,13.94875,0.07839038712792548,0.01826733270847535,28.94,13.630432287946558,low,Низкая нагрузка по сравнению с другими игроками датасета.
Rhys Bozinovski,R. Bozinovski,560917,2004-07-03,Western United,1803,AUS - A-League,2024/2025,Midfield,85.11,24,450.71166666666664,127.09,78.77416666666666,22.15625,5.42875,27.584999999999997,1.9670833333333333,0.28291666666666665,2.25,0.18583333333333332,0.5904166666666667,9.191249999999998,0.061203208259530295,0.01204484019716966,28.18,13.630187387725885,low,Низкая нагрузка по сравнению с другими игроками датасета.
Haine Anthony Eames,H. Eames,923864,2008-02-27,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Midfield,94.75,10,1184.04,124.97,206.69,53.3,7.25,60.55,4.25,0.35,4.6,0.27,1.2,22.47,0.05113847505151853,0.006123103949190906,25.98,13.623651452246682,low,Низкая нагрузка по сравнению с другими игроками датасета.
Reno Piscopo,R. Piscopo,51714,1998-05-27,Melbourne Victory Football Club,868,AUS - A-League,2024/2025,Wide Attacker,73.44,10,881.7,120.05,143.35999999999999,62.489999999999995,16.259999999999998,78.75,5.51,1.1,6.609999999999999,0.51,1.1199999999999999,17.419999999999998,0.08931609390949302,0.018441646818645796,27.97,13.610407997293851,low,Низкая нагрузка по сравнению с другими игроками датасета.
Zachary Sapsford,Z. Sapsford,795526,2002-08-16,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Center Forward,70.3,20,439.2075,124.95,66.3,27.0825,8.0075,35.089999999999996,2.4025,0.42750000000000005,2.83,0.20249999999999999,0.44000000000000006,6.9575000000000005,0.07989389980817722,0.01823170141675632,29.02,13.5896585555308,low,Низкая нагрузка по сравнению с другими игроками датасета.
Nathan Paull,N. Paull,795511,2003-08-21,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Full Back,98.24,6,1846.7216666666666,112.79,230.97166666666666,80.5,16.861666666666668,97.36166666666666,7.75,1.1383333333333334,8.888333333333334,0.9716666666666667,2.361666666666667,37.99999999999999,0.05272135396689449,0.009130594485904302,27.55,13.551483065772935,low,Низкая нагрузка по сравнению с другими игроками датасета.
Callan Elliot,C. Elliott,51713,1999-07-07,Auckland FC,4177,AUS - A-League,2024/2025,Full Back,88.58,6,1602.195,108.53,216.77833333333334,93.27833333333332,27.694999999999997,120.97166666666668,8.888333333333334,1.695,10.583333333333334,1.055,2.8049999999999997,35.915,0.07550371001449054,0.017285661233495297,28.83,13.538595843053816,low,Низкая нагрузка по сравнению с другими игроками датасета.
Zach Lisolajski,Z. Lisolajski,809345,2005-10-05,Perth Glory Football Club,871,AUS - A-League,2024/2025,Full Back,89.94,9,1137.8266666666668,113.86,161.84,63.79,21.85222222222222,85.64222222222222,6.296666666666667,1.2966666666666666,7.592222222222222,0.7655555555555555,2.086666666666667,24.84,0.07526825019237454,0.019205229462796517,29.31,13.535176932574156,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jack Hingert,J. Hingert,51722,1990-09-26,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Full Back,84.89,10,1004.36,118.31,129.64000000000001,56.6,18.919999999999998,75.52000000000001,4.88,0.9400000000000001,5.82,0.52,1.26,19.96,0.07519216217292604,0.018837866900314627,28.54,13.52932298982518,low,Низкая нагрузка по сравнению с другими игроками датасета.
Asumah Abubakar-Ankra,Asumah Abubakar,37087,1997-05-10,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Center Forward,89.5,8,1261.65625,112.77,143.9375,60.6725,23.0,83.6725,6.4525,1.15625,7.61,0.6725,1.2975,24.875,0.06631957000965992,0.01823000520149605,29.96,13.434694021688523,low,Низкая нагрузка по сравнению с другими игроками датасета.
Nicholas Pennington,N. Pennington,795530,1998-12-18,Perth Glory Football Club,871,AUS - A-League,2024/2025,Midfield,94.24,17,714.7994117647058,128.94,126.82705882352941,27.121176470588235,3.830588235294118,30.95176470588235,2.1623529411764704,0.21823529411764706,2.3805882352941174,0.1488235294117647,0.5294117647058824,12.474117647058824,0.043301329291063964,0.005358969484651803,26.16,13.342342532260894,low,Низкая нагрузка по сравнению с другими игроками датасета.
Anthony Cáceres,A. Cáceres,51045,1992-09-29,Sydney Football Club,869,AUS - A-League,2024/2025,Midfield,98.08,21,582.1904761904761,124.65,113.68238095238095,37.15190476190477,7.294761904761905,44.446666666666665,2.966190476190476,0.4376190476190476,3.403809523809524,0.23333333333333334,0.7685714285714286,11.938095238095238,0.07634385735318175,0.01252985440863733,27.78,13.259758590392321,low,Низкая нагрузка по сравнению с другими игроками датасета.
Anthony Pantazopoulos,A. Pantazopoulos,795523,2003-04-22,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Full Back,88.76,6,1614.0833333333333,109.11,202.0,77.91666666666667,24.0,101.91666666666667,7.138333333333333,1.1666666666666667,8.305,1.0,2.8049999999999997,35.86166666666667,0.06314213433837576,0.014869120759977284,29.08,13.258428168878819,low,Низкая нагрузка по сравнению с другими игроками датасета.
Harrison Steele,H. Steele,795508,2002-10-12,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Midfield,93.55,23,526.0660869565218,129.34,94.94521739130434,22.40086956521739,3.2343478260869567,25.635217391304348,1.7204347826086956,0.15869565217391304,1.8791304347826085,0.12478260869565218,0.45173913043478264,9.582173913043478,0.048730032265742775,0.006148177778953215,26.42,13.189813735319415,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jay Barnett,J. Barnett,50949,2001-02-14,Adelaide United Football Club,866,AUS - A-League,2024/2025,Midfield,91.71,19,612.4152631578947,126.87,96.3242105263158,27.52052631578947,5.36578947368421,32.886315789473684,2.2494736842105265,0.2657894736842105,2.515263157894737,0.16894736842105262,0.6036842105263158,12.479473684210525,0.053699373232301104,0.00876168475294971,27.03,13.177855934449214,low,Низкая нагрузка по сравнению с другими игроками датасета.
Noah Botić,N. Botić,560916,2002-01-11,Western United,1803,AUS - A-League,2024/2025,Center Forward,84.77,24,433.65083333333337,122.78,61.52583333333333,26.404583333333335,8.708333333333334,35.11291666666667,2.6091666666666664,0.5225,3.1320833333333336,0.33166666666666667,0.6875,8.9025,0.0809704812435504,0.020081440329297186,28.98,13.062240360859454,low,Низкая нагрузка по сравнению с другими игроками датасета.
Zach Clough,Z. Clough,42513,1995-03-08,Adelaide United Football Club,866,AUS - A-League,2024/2025,Wide Attacker,84.03,19,543.6342105263158,122.93,82.73947368421052,30.423684210526314,9.038947368421054,39.46263157894737,2.7757894736842106,0.4905263157894737,3.2657894736842104,0.20210526315789473,0.4905263157894737,9.745263157894737,0.07259041247743016,0.016626892114957333,28.72,13.031472051818223,low,Низкая нагрузка по сравнению с другими игроками датасета.
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,2000-01-24,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Center Forward,96.55,7,1518.9585714285713,110.13,194.28571428571428,70.73428571428572,29.632857142857144,100.36714285714287,6.9799999999999995,1.3471428571428572,8.327142857142857,0.7557142857142857,1.3671428571428572,27.204285714285714,0.06607628723063078,0.019508667122492763,29.3,13.02365991378868,low,Низкая нагрузка по сравнению с другими игроками датасета.
Ben Garuccio,B. Garuccio,23922,1995-06-15,Western United,1803,AUS - A-League,2024/2025,Full Back,94.39,17,659.505294117647,118.78,105.32176470588236,47.07941176470588,13.737058823529411,60.8164705882353,4.152352941176471,0.7994117647058824,4.951764705882353,0.4429411764705882,1.2523529411764704,14.858235294117646,0.09221528792972274,0.020829338211618514,28.84,12.907113228647438,low,Низкая нагрузка по сравнению с другими игроками датасета.
Taras  Gomulka,T. Gomulka,51694,2001-09-16,Perth Glory Football Club,871,AUS - A-League,2024/2025,Midfield,97.91,16,765.055,125.02,122.484375,37.168125,5.7775,42.945,2.796875,0.33625,3.1325,0.16,0.66375,13.218125,0.056133219180320375,0.007551744645809779,26.76,12.816219154876174,low,Низкая нагрузка по сравнению с другими игроками датасета.
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,2000-01-24,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Wide Attacker,98.67,12,941.0416666666666,114.45,126.40249999999999,52.270833333333336,19.1525,71.42333333333333,5.139166666666667,0.9516666666666667,6.09,0.535,1.2775,18.791666666666668,0.07589816249723268,0.020352446313925174,29.54,12.739232558364233,low,Низкая нагрузка по сравнению с другими игроками датасета.
Anas Ouahim,A. Ouahim,25534,1997-09-23,Sydney Football Club,869,AUS - A-League,2024/2025,Midfield,84.98,12,865.5975,122.24,153.74333333333334,49.5975,7.833333333333333,57.43083333333333,4.104166666666667,0.5066666666666667,4.610833333333333,0.375,0.9858333333333333,17.020833333333336,0.06634819686209044,0.009049625643943442,26.72,12.697788945965325,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jake Hollman,J. Hollman,51648,2001-08-26,Macarthur FC,1804,AUS - A-League,2024/2025,Midfield,83.52,15,682.6,122.59,105.05799999999999,34.622,8.133333333333333,42.75533333333333,2.9553333333333334,0.43533333333333335,3.3913333333333333,0.20866666666666667,0.6980000000000001,12.462,0.06263599960933686,0.011915226096298467,27.76,12.62765417449981,low,Низкая нагрузка по сравнению с другими игроками датасета.
Thomas Aquilina,T. Aquilina,735573,2001-02-02,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Full Back,98.59,10,1099.74,111.54,152.32999999999998,67.47999999999999,22.78,90.26,5.96,1.1099999999999999,7.07,0.55,1.54,21.93,0.08207394475057742,0.020713986942368198,29.66,12.620268854451407,low,Низкая нагрузка по сравнению с другими игроками датасета.
Ben Halloran,B. Halloran,50966,1992-06-14,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Wide Attacker,82.04,14,681.1121428571429,116.23,91.83142857142857,38.36714285714286,15.0,53.36714285714286,4.020714285714286,0.8571428571428571,4.877857142857144,0.4642857142857143,1.4592857142857143,15.362142857142857,0.07835294586479885,0.022022805139074016,29.74,12.606744680446289,low,Низкая нагрузка по сравнению с другими игроками датасета.
Callum Timmins,C. Timmins,50978,1999-12-23,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Midfield,95.13,22,550.1859090909091,127.24,100.0559090909091,26.42954545454546,3.3863636363636362,29.81590909090909,2.099090909090909,0.20454545454545456,2.3036363636363637,0.15681818181818183,0.5145454545454545,10.712727272727273,0.05419242586596762,0.006154944320473493,26.27,12.586423775809315,low,Низкая нагрузка по сравнению с другими игроками датасета.
Abel Walatee,A. Walatee,818554,2004-02-22,Western United,1803,AUS - A-League,2024/2025,Wide Attacker,73.84,9,948.1855555555555,115.57,124.91333333333334,46.49333333333333,16.63,63.123333333333335,5.036666666666666,0.9011111111111111,5.937777777777778,0.5066666666666666,1.3088888888888888,19.074444444444442,0.06657276412141552,0.017538761166063368,28.92,12.52722284451535,low,Низкая нагрузка по сравнению с другими игроками датасета.
Dylan Scicluna,D. Scicluna,795524,2004-06-10,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Midfield,95.59,7,1557.2857142857142,114.04,228.79571428571427,63.51,14.59142857142857,78.10142857142857,5.837142857142857,0.7757142857142857,6.612857142857143,0.5514285714285714,1.4285714285714286,29.837142857142858,0.05015227960737547,0.009369782588753326,27.71,12.467119918029,low,Низкая нагрузка по сравнению с другими игроками датасета.
Louis Verstraete,L. Verstraete,14736,1999-05-04,Auckland FC,4177,AUS - A-League,2024/2025,Midfield,93.19,21,558.3266666666667,125.81,105.74809523809525,29.451428571428572,4.297142857142857,33.74809523809524,2.3899999999999997,0.27666666666666667,2.6666666666666665,0.1542857142857143,0.5442857142857143,10.100000000000001,0.06044507141236655,0.007696467164639918,26.57,12.414779159004631,low,Низкая нагрузка по сравнению с другими игроками датасета.
Joshua Brillante,J. Brillante,5468,1993-03-25,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Midfield,87.22,20,541.6575,124.21,96.0125,26.482499999999998,5.275,31.7575,2.23,0.275,2.505,0.1525,0.7175,12.139999999999999,0.05863022297300416,0.009738626345984318,27.11,12.238197722509971,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jake Brimmer,J. Brimmer,50951,1998-04-03,Auckland FC,4177,AUS - A-League,2024/2025,Midfield,81.4,11,873.3554545454546,118.02,143.37181818181818,52.16545454545455,12.107272727272727,64.27272727272727,4.611818181818181,0.7027272727272728,5.3136363636363635,0.3227272727272727,0.9336363636363636,17.94272727272727,0.07359286180468018,0.013862938239246543,27.89,12.237813508875885,low,Низкая нагрузка по сравнению с другими игроками датасета.
Hideki Ishige,H. Ishige,26969,1994-09-21,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Wide Attacker,87.0,12,856.34,118.12,133.13166666666666,54.020833333333336,10.805833333333332,64.82666666666667,4.506666666666667,0.6458333333333334,5.1525,0.5766666666666667,1.3125,19.084166666666665,0.07570201866859735,0.012618625000973133,27.38,12.213317274319206,low,Низкая нагрузка по сравнению с другими игроками датасета.
Louis Zabala,L. Zabala,560898,2001-01-25,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Full Back,86.82,7,1406.6942857142858,113.42,190.0,72.18428571428572,13.775714285714287,85.95857142857143,6.204285714285715,0.8571428571428571,7.061428571428571,0.8157142857142857,2.2657142857142856,30.75428571428571,0.0611067893724497,0.009792969535466128,26.93,12.18583005908516,low,Низкая нагрузка по сравнению с другими игроками датасета.
Dylan Pierias,D. Pierias,51005,2000-02-20,Adelaide United Football Club,866,AUS - A-League,2024/2025,Full Back,98.43,22,509.49363636363637,113.88,69.46909090909091,32.0,16.24772727272727,48.247727272727275,3.1777272727272727,0.7581818181818182,3.935909090909091,0.4090909090909091,0.9113636363636364,11.132727272727273,0.09469740901394076,0.03188995134206333,31.21,12.135001840565439,low,Низкая нагрузка по сравнению с другими игроками датасета.
